POJO.Pokemon{id=1, name='Bulbasaur', total='318', hp='45', attack='49', defence='49', spAtk='65', spDef='65', speed='45', type='Grass Poison'}
POJO.Pokemon{id=485, name='Heatran', total='600', hp='91', attack='90', defence='10', spAtk=' 1', spDef='0 ', speed='06 77', type='Fire Steel'}
POJO.Pokemon{id=486, name='Regigigas', total='670', hp='11', attack=' 1', defence='0 ', spAtk='10', spDef='80', speed='110 100', type='Normal'}
POJO.Pokemon{id=487, name='Giratina', total='680', hp='15', attack=' 1', defence='0 ', spAtk='20', spDef='10', speed=' 120 90', type='Ghost Dragon'}
POJO.Pokemon{id=487, name='Giratina', total='680', hp='15', attack=' 1', defence='0 ', spAtk='00', spDef='12', speed=' 100 90', type='Ghost Dragon'}
POJO.Pokemon{id=488, name='Cresselia', total='600', hp='12', attack=' 7', defence=' 1', spAtk='0 ', spDef='5 ', speed='30 85', type='Psychic'}
POJO.Pokemon{id=489, name='Phione', total='480', hp='80', attack='80', defence='80', spAtk='80', spDef='80', speed='80', type='Water'}
POJO.Pokemon{id=490, name='Manaphy', total='600', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='10', speed=' 100 100', type='Water'}
POJO.Pokemon{id=491, name='Darkrai', total='600', hp='70', attack='90', defence='90', spAtk='13', spDef=' 9', speed=' 125', type='Dark'}
POJO.Pokemon{id=492, name='Shaymin', total='600', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='10', speed=' 100 100', type='Grass'}
POJO.Pokemon{id=492, name='Shaymin', total='600', hp='10', attack=' 1', defence='3 ', spAtk='5 ', spDef='20', speed='75 127', type='Grass Flying'}
POJO.Pokemon{id=493, name='Arceus', total='720', hp='12', attack=' 1', defence='0 ', spAtk='20', spDef='12', speed=' 120 120', type='Normal'}
POJO.Pokemon{id=494, name='Victini', total='600', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='10', speed=' 100 100', type='Psychic Fire'}
POJO.Pokemon{id=495, name='Snivy', total='308', hp='45', attack='45', defence='55', spAtk='45', spDef='55', speed='63', type='Grass'}
POJO.Pokemon{id=496, name='Servine', total='413', hp='60', attack='60', defence='75', spAtk='60', spDef='75', speed='83', type='Grass'}
POJO.Pokemon{id=497, name='Serperior', total='528', hp='75', attack='75', defence='95', spAtk='75', spDef='95', speed='113', type='Grass'}
POJO.Pokemon{id=498, name='Tepig', total='308', hp='65', attack='63', defence='45', spAtk='45', spDef='45', speed='45', type='Fire'}
POJO.Pokemon{id=499, name='Pignite', total='418', hp='90', attack='93', defence='55', spAtk='70', spDef='55', speed='55', type='Fire Fighting'}
POJO.Pokemon{id=500, name='Emboar', total='528', hp='11', attack=' 1', defence='3 ', spAtk='5 ', spDef='00', speed='65 65', type='Fire Fighting'}
POJO.Pokemon{id=501, name='Oshawott', total='308', hp='55', attack='55', defence='45', spAtk='63', spDef='45', speed='45', type='Water'}
POJO.Pokemon{id=502, name='Dewott', total='413', hp='75', attack='75', defence='60', spAtk='83', spDef='60', speed='60', type='Water'}
POJO.Pokemon{id=503, name='Samurott', total='528', hp='95', attack='10', defence=' 8', spAtk=' 1', spDef='8 ', speed='0 70', type='Water'}
POJO.Pokemon{id=504, name='Patrat', total='255', hp='45', attack='55', defence='39', spAtk='35', spDef='39', speed='42', type='Normal'}
POJO.Pokemon{id=505, name='Watchog', total='420', hp='60', attack='85', defence='69', spAtk='60', spDef='69', speed='77', type='Normal'}
POJO.Pokemon{id=506, name='Lillipup', total='275', hp='45', attack='60', defence='45', spAtk='25', spDef='45', speed='55', type='Normal'}
POJO.Pokemon{id=507, name='Herdier', total='370', hp='65', attack='80', defence='65', spAtk='35', spDef='65', speed='60', type='Normal'}
POJO.Pokemon{id=508, name='Stoutland', total='500', hp='85', attack='11', defence=' 9', spAtk=' 4', spDef=' 9', speed=' 80', type='Normal'}
POJO.Pokemon{id=509, name='Purrloin', total='281', hp='41', attack='50', defence='37', spAtk='50', spDef='37', speed='66', type='Dark'}
POJO.Pokemon{id=510, name='Liepard', total='446', hp='64', attack='88', defence='50', spAtk='88', spDef='50', speed='106', type='Dark'}
POJO.Pokemon{id=511, name='Pansage', total='316', hp='50', attack='53', defence='48', spAtk='53', spDef='48', speed='64', type='Grass'}
POJO.Pokemon{id=512, name='Simisage', total='498', hp='75', attack='98', defence='63', spAtk='98', spDef='63', speed='101', type='Grass'}
POJO.Pokemon{id=513, name='Pansear', total='316', hp='50', attack='53', defence='48', spAtk='53', spDef='48', speed='64', type='Fire'}
POJO.Pokemon{id=514, name='Simisear', total='498', hp='75', attack='98', defence='63', spAtk='98', spDef='63', speed='101', type='Fire'}
POJO.Pokemon{id=515, name='Panpour', total='316', hp='50', attack='53', defence='48', spAtk='53', spDef='48', speed='64', type='Water'}
POJO.Pokemon{id=516, name='Simipour', total='498', hp='75', attack='98', defence='63', spAtk='98', spDef='63', speed='101', type='Water'}
POJO.Pokemon{id=517, name='Munna', total='292', hp='76', attack='25', defence='45', spAtk='67', spDef='55', speed='24', type='Psychic'}
POJO.Pokemon{id=518, name='Musharna', total='487', hp='11', attack=' 5', defence=' 8', spAtk=' 1', spDef='7 ', speed='5 29', type='Psychic'}
POJO.Pokemon{id=519, name='Pidove', total='264', hp='50', attack='55', defence='50', spAtk='36', spDef='30', speed='43', type='Normal Flying'}
POJO.Pokemon{id=520, name='Tranquill', total='358', hp='62', attack='77', defence='62', spAtk='50', spDef='42', speed='65', type='Normal Flying'}
POJO.Pokemon{id=521, name='Unfezant', total='488', hp='80', attack='11', defence=' 8', spAtk=' 6', spDef=' 5', speed=' 93', type='Normal Flying'}
POJO.Pokemon{id=522, name='Blitzle', total='295', hp='45', attack='60', defence='32', spAtk='50', spDef='32', speed='76', type='Electric'}
POJO.Pokemon{id=523, name='Zebstrika', total='497', hp='75', attack='10', defence=' 6', spAtk=' 8', spDef=' 6', speed=' 116', type='Electric'}
POJO.Pokemon{id=524, name='Roggenrola', total='280', hp='55', attack='75', defence='85', spAtk='25', spDef='25', speed='15', type='Rock'}
POJO.Pokemon{id=525, name='Boldore', total='390', hp='70', attack='10', defence=' 1', spAtk='5 ', spDef='0 ', speed='0 20', type='Rock'}
POJO.Pokemon{id=526, name='Gigalith', total='515', hp='85', attack='13', defence=' 1', spAtk='0 ', spDef='0 ', speed='0 25', type='Rock'}
POJO.Pokemon{id=527, name='Woobat', total='323', hp='65', attack='45', defence='43', spAtk='55', spDef='43', speed='72', type='Psychic Flying'}
POJO.Pokemon{id=528, name='Swoobat', total='425', hp='67', attack='57', defence='55', spAtk='77', spDef='55', speed='114', type='Psychic Flying'}
POJO.Pokemon{id=529, name='Drilbur', total='328', hp='60', attack='85', defence='40', spAtk='30', spDef='45', speed='68', type='Ground'}
POJO.Pokemon{id=530, name='Excadrill', total='508', hp='11', attack=' 1', defence='5 ', spAtk='0 ', spDef='0 ', speed='5 88', type='Ground Steel'}
POJO.Pokemon{id=531, name='Audino', total='445', hp='10', attack=' 6', defence=' 8', spAtk=' 6', spDef=' 8', speed=' 50', type='Normal'}
POJO.Pokemon{id=531, name='Audino', total='545', hp='10', attack=' 6', defence=' 1', spAtk='6 ', spDef='0 ', speed='26 50', type='Normal Fairy'}
POJO.Pokemon{id=532, name='Timburr', total='305', hp='75', attack='80', defence='55', spAtk='25', spDef='35', speed='35', type='Fighting'}
POJO.Pokemon{id=533, name='Gurdurr', total='405', hp='85', attack='10', defence=' 8', spAtk=' 4', spDef=' 5', speed=' 40', type='Fighting'}
POJO.Pokemon{id=534, name='Conkeldurr', total='505', hp='10', attack=' 1', defence='0 ', spAtk='5 ', spDef='5 ', speed='5 45', type='Fighting'}
POJO.Pokemon{id=535, name='Tympole', total='294', hp='50', attack='50', defence='40', spAtk='50', spDef='40', speed='64', type='Water'}
POJO.Pokemon{id=536, name='Palpitoad', total='384', hp='75', attack='65', defence='55', spAtk='65', spDef='55', speed='69', type='Water Ground'}
POJO.Pokemon{id=537, name='Seismitoad', total='509', hp='10', attack=' 9', defence=' 7', spAtk=' 8', spDef=' 7', speed=' 74', type='Water Ground'}
POJO.Pokemon{id=538, name='Throh', total='465', hp='12', attack=' 1', defence='0 ', spAtk='5 ', spDef='0 ', speed='5 45', type='Fighting'}
POJO.Pokemon{id=539, name='Sawk', total='465', hp='75', attack='12', defence=' 7', spAtk=' 3', spDef=' 7', speed=' 85', type='Fighting'}
POJO.Pokemon{id=540, name='Sewaddle', total='310', hp='45', attack='53', defence='70', spAtk='40', spDef='60', speed='42', type='Bug Grass'}
POJO.Pokemon{id=541, name='Swadloon', total='380', hp='55', attack='63', defence='90', spAtk='50', spDef='80', speed='42', type='Bug Grass'}
POJO.Pokemon{id=542, name='Leavanny', total='500', hp='75', attack='10', defence=' 8', spAtk=' 7', spDef=' 8', speed=' 92', type='Bug Grass'}
POJO.Pokemon{id=543, name='Venipede', total='260', hp='30', attack='45', defence='59', spAtk='30', spDef='39', speed='57', type='Bug Poison'}
POJO.Pokemon{id=544, name='Whirlipede', total='360', hp='40', attack='55', defence='99', spAtk='40', spDef='79', speed='47', type='Bug Poison'}
POJO.Pokemon{id=545, name='Scolipede', total='485', hp='60', attack='10', defence=' 8', spAtk=' 5', spDef=' 6', speed=' 112', type='Bug Poison'}
POJO.Pokemon{id=546, name='Cottonee', total='280', hp='40', attack='27', defence='60', spAtk='37', spDef='50', speed='66', type='Grass Fairy'}
POJO.Pokemon{id=547, name='Whimsicott', total='480', hp='60', attack='67', defence='85', spAtk='77', spDef='75', speed='116', type='Grass Fairy'}
POJO.Pokemon{id=548, name='Petilil', total='280', hp='45', attack='35', defence='50', spAtk='70', spDef='50', speed='30', type='Grass'}
POJO.Pokemon{id=549, name='Lilligant', total='480', hp='70', attack='60', defence='75', spAtk='11', spDef=' 7', speed=' 90', type='Grass'}
POJO.Pokemon{id=550, name='Basculin', total='460', hp='70', attack='92', defence='65', spAtk='80', spDef='55', speed='98', type='Water'}
POJO.Pokemon{id=550, name='Basculin', total='460', hp='70', attack='92', defence='65', spAtk='80', spDef='55', speed='98', type='Water'}
POJO.Pokemon{id=551, name='Sandile', total='292', hp='50', attack='72', defence='35', spAtk='35', spDef='35', speed='65', type='Ground Dark'}
POJO.Pokemon{id=552, name='Krokorok', total='351', hp='60', attack='82', defence='45', spAtk='45', spDef='45', speed='74', type='Ground Dark'}
POJO.Pokemon{id=553, name='Krookodile', total='519', hp='95', attack='11', defence=' 8', spAtk=' 6', spDef=' 7', speed=' 92', type='Ground Dark'}
POJO.Pokemon{id=554, name='Darumaka', total='315', hp='70', attack='90', defence='45', spAtk='15', spDef='45', speed='50', type='Fire'}
POJO.Pokemon{id=554, name='Darumaka', total='315', hp='70', attack='90', defence='45', spAtk='15', spDef='45', speed='50', type='Ice'}
POJO.Pokemon{id=555, name='Darmanitan', total='480', hp='10', attack=' 1', defence='0 ', spAtk='5 ', spDef='0 ', speed='5 95', type='Fire'}
POJO.Pokemon{id=555, name='Darmanitan', total='540', hp='10', attack=' 3', defence=' 1', spAtk='5 ', spDef='40', speed='105 55', type='Fire Psychic'}
POJO.Pokemon{id=555, name='Darmanitan', total='480', hp='10', attack=' 1', defence='0 ', spAtk='5 ', spDef='0 ', speed='5 95', type='Ice'}
POJO.Pokemon{id=555, name='Darmanitan', total='540', hp='10', attack=' 1', defence='0 ', spAtk='5 ', spDef='0 ', speed='5 135', type='Ice Fire'}
POJO.Pokemon{id=556, name='Maractus', total='461', hp='75', attack='86', defence='67', spAtk='10', spDef=' 6', speed=' 60', type='Grass'}
POJO.Pokemon{id=557, name='Dwebble', total='325', hp='50', attack='65', defence='85', spAtk='35', spDef='35', speed='55', type='Bug Rock'}
POJO.Pokemon{id=558, name='Crustle', total='485', hp='70', attack='10', defence=' 1', spAtk='5 ', spDef='5 ', speed='5 45', type='Bug Rock'}
POJO.Pokemon{id=559, name='Scraggy', total='348', hp='50', attack='75', defence='70', spAtk='35', spDef='70', speed='48', type='Dark Fighting'}
POJO.Pokemon{id=560, name='Scrafty', total='488', hp='65', attack='90', defence='11', spAtk=' 4', spDef=' 1', speed='5 58', type='Dark Fighting'}
POJO.Pokemon{id=561, name='Sigilyph', total='490', hp='72', attack='58', defence='80', spAtk='10', spDef=' 8', speed=' 97', type='Psychic Flying'}
POJO.Pokemon{id=562, name='Yamask', total='303', hp='38', attack='30', defence='85', spAtk='55', spDef='65', speed='30', type='Ghost'}
POJO.Pokemon{id=562, name='Yamask', total='303', hp='38', attack='55', defence='85', spAtk='30', spDef='65', speed='30', type='Ground Ghost'}
POJO.Pokemon{id=563, name='Cofagrigus', total='483', hp='58', attack='50', defence='14', spAtk=' 9', spDef=' 1', speed='5 30', type='Ghost'}
POJO.Pokemon{id=564, name='Tirtouga', total='355', hp='54', attack='78', defence='10', spAtk=' 5', spDef=' 4', speed=' 22', type='Water Rock'}
POJO.Pokemon{id=565, name='Carracosta', total='495', hp='74', attack='10', defence=' 1', spAtk='3 ', spDef='3 ', speed='5 32', type='Water Rock'}
POJO.Pokemon{id=566, name='Archen', total='401', hp='55', attack='11', defence=' 4', spAtk=' 7', spDef=' 4', speed=' 70', type='Rock Flying'}
POJO.Pokemon{id=567, name='Archeops', total='567', hp='75', attack='14', defence=' 6', spAtk=' 1', spDef='2 ', speed='5 110', type='Rock Flying'}
POJO.Pokemon{id=568, name='Trubbish', total='329', hp='50', attack='50', defence='62', spAtk='40', spDef='62', speed='65', type='Poison'}
POJO.Pokemon{id=569, name='Garbodor', total='474', hp='80', attack='95', defence='82', spAtk='60', spDef='82', speed='75', type='Poison'}
POJO.Pokemon{id=570, name='Zorua', total='330', hp='40', attack='65', defence='40', spAtk='80', spDef='40', speed='65', type='Dark'}
POJO.Pokemon{id=571, name='Zoroark', total='510', hp='60', attack='10', defence=' 6', spAtk=' 1', spDef='0 ', speed='0 105', type='Dark'}
POJO.Pokemon{id=572, name='Minccino', total='300', hp='55', attack='50', defence='40', spAtk='40', spDef='40', speed='75', type='Normal'}
POJO.Pokemon{id=573, name='Cinccino', total='470', hp='75', attack='95', defence='60', spAtk='65', spDef='60', speed='115', type='Normal'}
POJO.Pokemon{id=574, name='Gothita', total='290', hp='45', attack='30', defence='50', spAtk='55', spDef='65', speed='45', type='Psychic'}
POJO.Pokemon{id=575, name='Gothorita', total='390', hp='60', attack='45', defence='70', spAtk='75', spDef='85', speed='55', type='Psychic'}
POJO.Pokemon{id=576, name='Gothitelle', total='490', hp='70', attack='55', defence='95', spAtk='95', spDef='11', speed=' 65', type='Psychic'}
POJO.Pokemon{id=577, name='Solosis', total='290', hp='45', attack='30', defence='40', spAtk='10', spDef=' 5', speed=' 20', type='Psychic'}
POJO.Pokemon{id=578, name='Duosion', total='370', hp='65', attack='40', defence='50', spAtk='12', spDef=' 6', speed=' 30', type='Psychic'}
POJO.Pokemon{id=579, name='Reuniclus', total='490', hp='11', attack=' 6', defence=' 7', spAtk=' 1', spDef='5 ', speed='5 30', type='Psychic'}
POJO.Pokemon{id=580, name='Ducklett', total='305', hp='62', attack='44', defence='50', spAtk='44', spDef='50', speed='55', type='Water Flying'}
POJO.Pokemon{id=581, name='Swanna', total='473', hp='75', attack='87', defence='63', spAtk='87', spDef='63', speed='98', type='Water Flying'}
POJO.Pokemon{id=582, name='Vanillite', total='305', hp='36', attack='50', defence='50', spAtk='65', spDef='60', speed='44', type='Ice'}
POJO.Pokemon{id=583, name='Vanillish', total='395', hp='51', attack='65', defence='65', spAtk='80', spDef='75', speed='59', type='Ice'}
POJO.Pokemon{id=584, name='Vanilluxe', total='535', hp='71', attack='95', defence='85', spAtk='11', spDef=' 9', speed=' 79', type='Ice'}
POJO.Pokemon{id=585, name='Deerling', total='335', hp='60', attack='60', defence='50', spAtk='40', spDef='50', speed='75', type='Normal Grass'}
POJO.Pokemon{id=586, name='Sawsbuck', total='475', hp='80', attack='10', defence=' 7', spAtk=' 6', spDef=' 7', speed=' 95', type='Normal Grass'}
POJO.Pokemon{id=587, name='Emolga', total='428', hp='55', attack='75', defence='60', spAtk='75', spDef='60', speed='103', type='Electric Flying'}
POJO.Pokemon{id=588, name='Karrablast', total='315', hp='50', attack='75', defence='45', spAtk='40', spDef='45', speed='60', type='Bug'}
POJO.Pokemon{id=589, name='Escavalier', total='495', hp='70', attack='13', defence=' 1', spAtk='5 ', spDef='0 ', speed='05 20', type='Bug Steel'}
POJO.Pokemon{id=590, name='Foongus', total='294', hp='69', attack='55', defence='45', spAtk='55', spDef='55', speed='15', type='Grass Poison'}
POJO.Pokemon{id=591, name='Amoonguss', total='464', hp='11', attack=' 8', defence=' 7', spAtk=' 8', spDef=' 8', speed=' 30', type='Grass Poison'}
POJO.Pokemon{id=592, name='Frillish', total='335', hp='55', attack='40', defence='50', spAtk='65', spDef='85', speed='40', type='Water Ghost'}
POJO.Pokemon{id=593, name='Jellicent', total='480', hp='10', attack=' 6', defence=' 7', spAtk=' 8', spDef=' 1', speed='5 60', type='Water Ghost'}
POJO.Pokemon{id=594, name='Alomomola', total='470', hp='16', attack=' 7', defence=' 8', spAtk=' 4', spDef=' 4', speed=' 65', type='Water'}
POJO.Pokemon{id=595, name='Joltik', total='319', hp='50', attack='47', defence='50', spAtk='57', spDef='50', speed='65', type='Bug Electric'}
POJO.Pokemon{id=596, name='Galvantula', total='472', hp='70', attack='77', defence='60', spAtk='97', spDef='60', speed='108', type='Bug Electric'}
POJO.Pokemon{id=597, name='Ferroseed', total='305', hp='44', attack='50', defence='91', spAtk='24', spDef='86', speed='10', type='Grass Steel'}
POJO.Pokemon{id=598, name='Ferrothorn', total='489', hp='74', attack='94', defence='13', spAtk=' 5', spDef=' 1', speed='6 20', type='Grass Steel'}
POJO.Pokemon{id=599, name='Klink', total='300', hp='40', attack='55', defence='70', spAtk='45', spDef='60', speed='30', type='Steel'}
POJO.Pokemon{id=600, name='Klang', total='440', hp='60', attack='80', defence='95', spAtk='70', spDef='85', speed='50', type='Steel'}
POJO.Pokemon{id=601, name='Klinklang', total='520', hp='60', attack='10', defence=' 1', spAtk='5 ', spDef='0 ', speed='5 90', type='Steel'}
POJO.Pokemon{id=602, name='Tynamo', total='275', hp='35', attack='55', defence='40', spAtk='45', spDef='40', speed='60', type='Electric'}
POJO.Pokemon{id=603, name='Eelektrik', total='405', hp='65', attack='85', defence='70', spAtk='75', spDef='70', speed='40', type='Electric'}
POJO.Pokemon{id=604, name='Eelektross', total='515', hp='85', attack='11', defence=' 8', spAtk=' 1', spDef='5 ', speed='0 50', type='Electric'}
POJO.Pokemon{id=605, name='Elgyem', total='335', hp='55', attack='55', defence='55', spAtk='85', spDef='55', speed='30', type='Psychic'}
POJO.Pokemon{id=606, name='Beheeyem', total='485', hp='75', attack='75', defence='75', spAtk='12', spDef=' 9', speed=' 40', type='Psychic'}
POJO.Pokemon{id=607, name='Litwick', total='275', hp='50', attack='30', defence='55', spAtk='65', spDef='55', speed='20', type='Ghost Fire'}
POJO.Pokemon{id=608, name='Lampent', total='370', hp='60', attack='40', defence='60', spAtk='95', spDef='60', speed='55', type='Ghost Fire'}
POJO.Pokemon{id=609, name='Chandelure', total='520', hp='60', attack='55', defence='90', spAtk='14', spDef=' 9', speed=' 80', type='Ghost Fire'}
POJO.Pokemon{id=610, name='Axew', total='320', hp='46', attack='87', defence='60', spAtk='30', spDef='40', speed='57', type='Dragon'}
POJO.Pokemon{id=611, name='Fraxure', total='410', hp='66', attack='11', defence=' 7', spAtk=' 4', spDef=' 5', speed=' 67', type='Dragon'}
POJO.Pokemon{id=612, name='Haxorus', total='540', hp='76', attack='14', defence=' 9', spAtk=' 6', spDef=' 7', speed=' 97', type='Dragon'}
POJO.Pokemon{id=613, name='Cubchoo', total='305', hp='55', attack='70', defence='40', spAtk='60', spDef='40', speed='40', type='Ice'}
POJO.Pokemon{id=614, name='Beartic', total='505', hp='95', attack='13', defence=' 8', spAtk=' 7', spDef=' 8', speed=' 50', type='Ice'}
POJO.Pokemon{id=615, name='Cryogonal', total='515', hp='80', attack='50', defence='50', spAtk='95', spDef='13', speed=' 105', type='Ice'}
POJO.Pokemon{id=616, name='Shelmet', total='305', hp='50', attack='40', defence='85', spAtk='40', spDef='65', speed='25', type='Bug'}
POJO.Pokemon{id=617, name='Accelgor', total='495', hp='80', attack='70', defence='40', spAtk='10', spDef=' 6', speed=' 145', type='Bug'}
POJO.Pokemon{id=618, name='Stunfisk', total='471', hp='10', attack=' 6', defence=' 8', spAtk=' 8', spDef=' 9', speed=' 32', type='Ground Electric'}
POJO.Pokemon{id=618, name='Stunfisk', total='471', hp='10', attack=' 8', defence=' 9', spAtk=' 6', spDef=' 8', speed=' 32', type='Ground Steel'}
POJO.Pokemon{id=619, name='Mienfoo', total='350', hp='45', attack='85', defence='50', spAtk='55', spDef='50', speed='65', type='Fighting'}
POJO.Pokemon{id=620, name='Mienshao', total='510', hp='65', attack='12', defence=' 6', spAtk=' 9', spDef=' 6', speed=' 105', type='Fighting'}
POJO.Pokemon{id=621, name='Druddigon', total='485', hp='77', attack='12', defence=' 9', spAtk=' 6', spDef=' 9', speed=' 48', type='Dragon'}
POJO.Pokemon{id=622, name='Golett', total='303', hp='59', attack='74', defence='50', spAtk='35', spDef='50', speed='35', type='Ground Ghost'}
POJO.Pokemon{id=623, name='Golurk', total='483', hp='89', attack='12', defence=' 8', spAtk=' 5', spDef=' 8', speed=' 55', type='Ground Ghost'}
POJO.Pokemon{id=624, name='Pawniard', total='340', hp='45', attack='85', defence='70', spAtk='40', spDef='40', speed='60', type='Dark Steel'}
POJO.Pokemon{id=625, name='Bisharp', total='490', hp='65', attack='12', defence=' 1', spAtk='0 ', spDef='0 ', speed='0 70', type='Dark Steel'}
POJO.Pokemon{id=626, name='Bouffalant', total='490', hp='95', attack='11', defence=' 9', spAtk=' 4', spDef=' 9', speed=' 55', type='Normal'}
POJO.Pokemon{id=627, name='Rufflet', total='350', hp='70', attack='83', defence='50', spAtk='37', spDef='50', speed='60', type='Normal Flying'}
POJO.Pokemon{id=628, name='Braviary', total='510', hp='10', attack=' 1', defence='3 ', spAtk='5 ', spDef='7 ', speed='5 80', type='Normal Flying'}
POJO.Pokemon{id=629, name='Vullaby', total='370', hp='70', attack='55', defence='75', spAtk='45', spDef='65', speed='60', type='Dark Flying'}
POJO.Pokemon{id=630, name='Mandibuzz', total='510', hp='11', attack=' 6', defence=' 1', spAtk='5 ', spDef='5 ', speed='5 80', type='Dark Flying'}
POJO.Pokemon{id=631, name='Heatmor', total='484', hp='85', attack='97', defence='66', spAtk='10', spDef=' 6', speed=' 65', type='Fire'}
POJO.Pokemon{id=632, name='Durant', total='484', hp='58', attack='10', defence=' 1', spAtk='2 ', spDef='8 ', speed='8 109', type='Bug Steel'}
POJO.Pokemon{id=633, name='Deino', total='300', hp='52', attack='65', defence='50', spAtk='45', spDef='50', speed='38', type='Dark Dragon'}
POJO.Pokemon{id=634, name='Zweilous', total='420', hp='72', attack='85', defence='70', spAtk='65', spDef='70', speed='58', type='Dark Dragon'}
POJO.Pokemon{id=635, name='Hydreigon', total='600', hp='92', attack='10', defence=' 9', spAtk=' 1', spDef='5 ', speed='0 98', type='Dark Dragon'}
POJO.Pokemon{id=636, name='Larvesta', total='360', hp='55', attack='85', defence='55', spAtk='50', spDef='55', speed='60', type='Bug Fire'}
POJO.Pokemon{id=637, name='Volcarona', total='550', hp='85', attack='60', defence='65', spAtk='13', spDef=' 1', speed='5 100', type='Bug Fire'}
POJO.Pokemon{id=638, name='Cobalion', total='580', hp='91', attack='90', defence='12', spAtk=' 9', spDef=' 7', speed=' 108', type='Steel Fighting'}
POJO.Pokemon{id=639, name='Terrakion', total='580', hp='91', attack='12', defence=' 9', spAtk=' 7', spDef=' 9', speed=' 108', type='Rock Fighting'}
POJO.Pokemon{id=640, name='Virizion', total='580', hp='91', attack='90', defence='72', spAtk='90', spDef='12', speed=' 108', type='Grass Fighting'}
POJO.Pokemon{id=641, name='Tornadus', total='580', hp='79', attack='11', defence=' 7', spAtk=' 1', spDef='5 ', speed='0 111', type='Flying'}
POJO.Pokemon{id=641, name='Tornadus', total='580', hp='79', attack='10', defence=' 8', spAtk=' 1', spDef='0 ', speed='0 121', type='Flying'}
POJO.Pokemon{id=642, name='Thundurus', total='580', hp='79', attack='11', defence=' 7', spAtk=' 1', spDef='5 ', speed='0 111', type='Electric Flying'}
POJO.Pokemon{id=642, name='Thundurus', total='580', hp='79', attack='10', defence=' 7', spAtk=' 1', spDef='5 ', speed='0 101', type='Electric Flying'}
POJO.Pokemon{id=643, name='Reshiram', total='680', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='15', speed=' 120 90', type='Dragon Fire'}
POJO.Pokemon{id=644, name='Zekrom', total='680', hp='10', attack=' 1', defence='0 ', spAtk='20', spDef='12', speed=' 100 90', type='Dragon Electric'}
POJO.Pokemon{id=645, name='Landorus', total='600', hp='89', attack='12', defence=' 9', spAtk=' 1', spDef='5 ', speed='0 101', type='Ground Flying'}
POJO.Pokemon{id=645, name='Landorus', total='600', hp='89', attack='14', defence=' 9', spAtk=' 1', spDef='5 ', speed='0 91', type='Ground Flying'}
POJO.Pokemon{id=646, name='Kyurem', total='660', hp='12', attack=' 1', defence='0 ', spAtk='0 ', spDef='30', speed='90 95', type='Dragon Ice'}
POJO.Pokemon{id=646, name='Kyurem', total='700', hp='12', attack=' 1', defence='0 ', spAtk='00', spDef='12', speed=' 90 95', type='Dragon Ice'}
POJO.Pokemon{id=646, name='Kyurem', total='700', hp='12', attack=' 1', defence='0 ', spAtk='0 ', spDef='70', speed='100 95', type='Dragon Ice'}
POJO.Pokemon{id=647, name='Keldeo', total='580', hp='91', attack='72', defence='90', spAtk='12', spDef=' 9', speed=' 108', type='Water Fighting'}
POJO.Pokemon{id=647, name='Keldeo', total='580', hp='91', attack='72', defence='90', spAtk='12', spDef=' 9', speed=' 108', type='Water Fighting'}
POJO.Pokemon{id=648, name='Meloetta', total='600', hp='10', attack=' 7', defence=' 7', spAtk=' 1', spDef='8 ', speed='28 90', type='Normal Psychic'}
POJO.Pokemon{id=648, name='Meloetta', total='600', hp='10', attack=' 1', defence='8 ', spAtk='0 ', spDef='7 ', speed='7 128', type='Normal Fighting'}
POJO.Pokemon{id=649, name='Genesect', total='600', hp='71', attack='12', defence=' 9', spAtk=' 1', spDef='0 ', speed='5 99', type='Bug Steel'}
POJO.Pokemon{id=650, name='Chespin', total='313', hp='56', attack='61', defence='65', spAtk='48', spDef='45', speed='38', type='Grass'}
POJO.Pokemon{id=651, name='Quilladin', total='405', hp='61', attack='78', defence='95', spAtk='56', spDef='58', speed='57', type='Grass'}
POJO.Pokemon{id=652, name='Chesnaught', total='530', hp='88', attack='10', defence=' 1', spAtk='2 ', spDef='4 ', speed='5 64', type='Grass Fighting'}
POJO.Pokemon{id=653, name='Fennekin', total='307', hp='40', attack='45', defence='40', spAtk='62', spDef='60', speed='60', type='Fire'}
POJO.Pokemon{id=654, name='Braixen', total='409', hp='59', attack='59', defence='58', spAtk='90', spDef='70', speed='73', type='Fire'}
POJO.Pokemon{id=655, name='Delphox', total='534', hp='75', attack='69', defence='72', spAtk='11', spDef=' 1', speed='0 104', type='Fire Psychic'}
POJO.Pokemon{id=656, name='Froakie', total='314', hp='41', attack='56', defence='40', spAtk='62', spDef='44', speed='71', type='Water'}
POJO.Pokemon{id=657, name='Frogadier', total='405', hp='54', attack='63', defence='52', spAtk='83', spDef='56', speed='97', type='Water'}
POJO.Pokemon{id=658, name='Greninja', total='530', hp='72', attack='95', defence='67', spAtk='10', spDef=' 7', speed=' 122', type='Water Dark'}
POJO.Pokemon{id=658, name='Greninja', total='640', hp='72', attack='14', defence=' 6', spAtk=' 1', spDef='3 ', speed='1 132', type='Water Dark'}
